Date,Median income,Population,Mortgage Rate,Interest Rate,property_type,price
2020-04-01,2.3533316600382124,1.46648129552412,-0.657982730853862,-0.9442501842541555,Townhouse,490600
2020-05-01,2.3533316600382124,1.46648129552412,-0.7531438500862256,-0.9442501842541555,Townhouse,491100
2020-06-01,2.3533316600382124,1.46648129552412,-0.8483049693185887,-0.9442501842541555,Townhouse,497500
2020-07-01,2.3533316600382124,1.4777557879534906,-0.9857599193208911,-0.9442501842541555,Townhouse,507900
2020-08-01,2.3533316600382124,1.4777557879534906,-1.0597741231682851,-0.9442501842541555,Townhouse,518100
2020-09-01,2.3533316600382124,1.4777557879534906,-1.123214869323194,-0.9442501842541555,Townhouse,526100
2020-10-01,2.3533316600382124,1.4771155992327882,-1.1866556154781023,-0.9442501842541555,Townhouse,532300
2020-11-01,2.3533316600382124,1.4771155992327882,-1.218375988555557,-0.9442501842541555,Townhouse,538000
2020-12-01,2.3533316600382124,1.4771155992327882,-1.3029636500954356,-0.9442501842541555,Townhouse,544500
2021-01-01,1.658956856462407,1.493164486114883,-1.3452574808653748,-0.9442501842541555,Townhouse,551900
2021-02-01,1.658956856462407,1.493164486114883,-1.3981247693277987,-0.9442501842541555,Townhouse,565600
2021-03-01,1.658956856462407,1.493164486114883,-1.387551311635314,-0.9442501842541555,Townhouse,582800
2021-04-01,1.658956856462407,1.5361002599988616,-1.3981247693277987,-0.9442501842541555,Townhouse,593900
2021-05-01,1.658956856462407,1.5361002599988616,-1.3981247693277987,-0.9442501842541555,Townhouse,605500
2021-06-01,1.658956856462407,1.5361002599988616,-1.387551311635314,-0.9442501842541555,Townhouse,615200
2021-07-01,1.658956856462407,1.587515936263577,-1.4509920577902224,-0.9442501842541555,Townhouse,621600
2021-08-01,1.658956856462407,1.587515936263577,-1.4509920577902224,-0.9442501842541555,Townhouse,631300
2021-09-01,1.658956856462407,1.587515936263577,-1.429845142405253,-0.9442501842541555,Townhouse,644500
2021-10-01,1.658956856462407,1.6950837499855151,-1.3558309385578593,-0.9442501842541555,Townhouse,660900
2021-11-01,1.658956856462407,1.6950837499855151,-1.2395229039405267,-0.9442501842541555,Townhouse,682000
2021-12-01,1.658956856462407,1.6950837499855151,-1.1866556154781023,-0.9442501842541555,Townhouse,695700
2022-01-01,0.713105772672658,1.757003821533423,-1.1972290731705875,-0.9442501842541555,Townhouse,723700
2022-02-01,0.713105772672658,1.757003821533423,-1.0492006654758,-0.9442501842541555,Townhouse,746300
2022-03-01,0.713105772672658,1.757003821533423,-0.8483049693185887,-0.7461093323373699,Townhouse,757800
2022-04-01,0.713105772672658,1.817485027360867,-0.40421974623422646,-0.3498276285037986,Townhouse,747500
2022-05-01,0.713105772672658,1.817485027360867,0.06101239223510447,-0.3498276285037986,Townhouse,737600
2005-01-01,-1.8954914623824055,-1.6159494495787967,1.0866377884061305,0.8390174829969151,Apartment_unit,172000
2005-02-01,-1.8954914623824055,-1.6159494495787967,1.076064330713646,0.8390174829969151,Apartment_unit,173000
2005-03-01,-1.8954914623824055,-1.6159494495787967,1.0866377884061305,0.8390174829969151,Apartment_unit,173900
2005-04-01,-1.8954914623824055,-1.5818833033519386,1.1606519922535243,0.8390174829969151,Apartment_unit,174600
2005-05-01,-1.8954914623824055,-1.5818833033519386,1.0337704999437065,0.8390174829969151,Apartment_unit,175400
2005-06-01,-1.8954914623824055,-1.5818833033519386,0.780007515324071,0.8390174829969151,Apartment_unit,176800
2005-07-01,-1.8954914623824055,-1.528795965468329,0.7271402268616471,0.8390174829969151,Apartment_unit,178100
2005-08-01,-1.8954914623824055,-1.528795965468329,0.7905809730165565,0.8390174829969151,Apartment_unit,179200
2005-09-01,-1.8954914623824055,-1.528795965468329,0.7694340576315865,1.0371583349137008,Apartment_unit,182800
2005-10-01,-1.8954914623824055,-1.4713353903498154,0.8645951768639495,1.2352991868304863,Apartment_unit,184000
2005-11-01,-1.8954914623824055,-1.4713353903498154,1.044343957636191,1.2352991868304863,Apartment_unit,186100
2005-12-01,-1.8954914623824055,-1.4713353903498154,1.0866377884061305,1.433440038747272,Apartment_unit,188200
2006-01-01,-1.4263192978041555,-1.449719667619643,1.1395050768685553,1.6315808906640576,Apartment_unit,190600
2006-02-01,-1.4263192978041555,-1.449719667619643,1.245239653793403,1.6315808906640576,Apartment_unit,193000
2006-03-01,-1.4263192978041555,-1.449719667619643,1.2769600268708576,1.8297217425808432,Apartment_unit,194900
2006-04-01,-1.4263192978041555,-1.4106109959498987,1.3826946037957053,2.0278625944976287,Apartment_unit,197300
2006-05-01,-1.4263192978041555,-1.4106109959498987,1.5624433845679468,2.2260034464144147,Apartment_unit,200000
2006-06-01,-1.4263192978041555,-1.4106109959498987,1.6364575884153407,2.2260034464144147,Apartment_unit,202500
2006-07-01,-1.4263192978041555,-1.358116560120112,1.7844859961101278,2.2260034464144147,Apartment_unit,205100
2006-08-01,-1.4263192978041555,-1.358116560120112,1.7633390807251585,2.2260034464144147,Apartment_unit,208000
2006-09-01,-1.4263192978041555,-1.358116560120112,1.6470310461078255,2.2260034464144147,Apartment_unit,211200
2006-10-01,-1.4263192978041555,-1.3011408032454383,1.5201495537980076,2.2260034464144147,Apartment_unit,212200
2006-11-01,-1.4263192978041555,-1.3011408032454383,1.4990026384130384,2.2260034464144147,Apartment_unit,213300
2006-12-01,-1.4263192978041555,-1.3011408032454383,1.3932680614881898,2.2260034464144147,Apartment_unit,215100
2007-01-01,-0.7919985312943648,-1.2819096795731284,1.41441497687316,2.2260034464144147,Apartment_unit,217300
2007-02-01,-0.7919985312943648,-1.2819096795731284,1.5095760961055231,2.2260034464144147,Apartment_unit,219200
2007-03-01,-0.7919985312943648,-1.2819096795731284,1.41441497687316,2.2260034464144147,Apartment_unit,221900
2007-04-01,-0.7919985312943648,-1.2465143103368954,1.4249884345656445,2.2260034464144147,Apartment_unit,224200
2007-05-01,-0.7919985312943648,-1.2465143103368954,1.5201495537980076,2.2260034464144147,Apartment_unit,226700
2007-06-01,-0.7919985312943648,-1.2465143103368954,2.0488224384222478,2.2260034464144147,Apartment_unit,229000
2007-07-01,-0.7919985312943648,-1.1930325704735703,2.143983557654611,2.4241442983312003,Apartment_unit,231100
2007-08-01,-0.7919985312943648,-1.1930325704735703,2.1651304730395813,2.4241442983312003,Apartment_unit,232800
2007-09-01,-0.7919985312943648,-1.1930325704735703,2.1545570153470965,2.4241442983312003,Apartment_unit,234700
2007-10-01,-0.7919985312943648,-1.134297333884392,2.239144676886975,2.4241442983312003,Apartment_unit,236300
2007-11-01,-0.7919985312943648,-1.134297333884392,2.2814385076569144,2.4241442983312003,Apartment_unit,238600
2007-12-01,-0.7919985312943648,-1.134297333884392,2.3025854230418834,2.2260034464144147,Apartment_unit,240300
2008-01-01,-0.5592891376635521,-1.109176162201435,2.366026169196792,2.0278625944976287,Apartment_unit,241800
2008-02-01,-0.5592891376635521,-1.109176162201435,2.2708650499644287,2.0278625944976287,Apartment_unit,242200
2008-03-01,-0.5592891376635521,-1.109176162201435,2.143983557654611,1.6315808906640576,Apartment_unit,242500
2008-04-01,-0.5592891376635521,-1.0690957755091937,1.9325144038049156,1.2352991868304863,Apartment_unit,241700
2008-05-01,-0.5592891376635521,-1.0690957755091937,1.7316187076477039,1.2352991868304863,Apartment_unit,240700
2008-06-01,-0.5592891376635521,-1.0690957755091937,1.7210452499552193,1.2352991868304863,Apartment_unit,239200
2008-07-01,-0.5592891376635521,-1.0067896161207956,1.900794030727461,1.2352991868304863,Apartment_unit,237900
2008-08-01,-0.5592891376635521,-1.0067896161207956,1.7739125384176433,1.2352991868304863,Apartment_unit,236100
2008-09-01,-0.5592891376635521,-1.0067896161207956,1.6787514191852801,1.2352991868304863,Apartment_unit,234600
